question,answers,id
who has the voice of stewie griffin?,"[""Seth MacFarlane""]",3014
what year did johnny cash die and how old was he?,"[""Diabetes mellitus""]",3015
what party did john tyler belong to?,"[""Democratic Party"", ""Independent"", ""Whig Party""]",3016
who is the senator of the state of texas?,"[""John Cornyn""]",3017
where to stay in thailand koh samui?,"[""UTC+07:00""]",3018
who is jensen ackles in a relationship with?,"[""Danneel Ackles""]",3019
who is the voice actor for eric cartman?,"[""Trey Parker""]",3020
what language do irish people speak?,"[""English Language""]",3021
what is the currency used in brazil?,"[""Brazilian real""]",3022
what was marie curie best known for?,"[""Radium"", ""Radiation"", ""Polonium""]",3023
what money is used in mozambique?,"[""Mozambican metical""]",3024
what illness does michael j fox have?,"[""Parkinson's disease""]",3025
who is the governor of indiana 2012?,"[""Mitch Daniels""]",3026
who was kim kardashian's first husband?,"[""Damon Thomas""]",3027
who did jerry rice retire with?,"[""San Francisco 49ers""]",3028
what are the official languages of the dominican republic?,"[""Spanish Language""]",3029
what movie queen latifah play in?,"[""Taxi"", ""Jungle Fever"", ""Set It Off"", ""Stranger than Fiction"", ""Last Holiday"", ""Brown Sugar"", ""Ice Age: The Meltdown"", ""Ice Age: Dawn of the Dinosaurs"", ""Hairspray"", ""Bringing Down the House""]",3030
what did anton van leeuwenhoek discover?,"[""microscope first used by anton van leeuwenhoek""]",3031
where was ted kennedy buried?,"[""Arlington National Cemetery""]",3032
where do most immigrants in the united states come from today?,"[""Mexico""]",3033
what state toronto located?,"[""Ontario""]",3034
where did dr martin luther king get his doctorate?,"[""Boston University""]",3035
who is the governor of wyoming currently?,"[""Matt Mead""]",3036
who was the president of indian national congress?,"[""Sonia Gandhi"", ""Shankar Dayal Sharma"", ""N. S. V. Chitthan"", ""Indira Gandhi"", ""Manmohan Singh"", ""Rajiv Gandhi"", ""Mahatma Gandhi"", ""Pratibha Patil"", ""P. V. Narasimha Rao"", ""Ambareesh""]",3037
where do most of the people in egypt live?,"[""Cairo""]",3038
where was benjamin franklin raised?,"[""Boston""]",3039
what language does egyptians use?,"[""Languages of Egypt"", ""Egyptian Arabic"", ""Coptic Language"", ""Egyptian language"", ""Sa'idi Arabic""]",3040
where do people speak burmese?,"[""Myanmar""]",3041
what money do they have in italy?,"[""Euro""]",3042
what is phoebe halliwell's real name?,"[""Alyssa Milano""]",3043
what is the name of the capital of spain?,"[""Madrid""]",3044
what is afghanistan money called?,"[""Afghan afghani""]",3045
what did people in the bible say about jesus?,"[""A lot of people say to me, Why did you kill Christ? I dunno... it was one of those parties, got out of hand, you know. We killed him because he didn't want to become a doctor, that's why we killed him.""]",3046
what lead to the fall of the ottoman empire?,"[""World War I""]",3047
where are facebook headquarters located?,"[""California""]",3048
what was the roman political system?,"[""Autocracy""]",3049
what is atlanta ga famous for?,"[""1996 Summer Olympics""]",3050
what government type is north korea?,"[""Juche""]",3051
where is the pepsi center?,"[""Denver""]",3052
who plays hermione granger?,"[""Emma Watson""]",3053
what inspired m.c. escher to become an artist?,"[""Giovanni Battista Piranesi""]",3054
where is the best place to stay in aruba?,"[""Oranjestad""]",3055
when did abraham lincoln free the slaves?,"[""\""\""The Emancipation Proclamation...can remind us in 2013 of all the mistakes we never want to commit again but it can also motivate us to fulfill to an ever greater degree the definitive freedom-sustaining and life-enhancing principles of democracy in living action.\""\""""]",3056
what county is denver colorado in?,"[""Denver""]",3057
what year did giants win world series?,"[""2010 World Series"", ""2012 World Series""]",3058
what kind of government iran have?,"[""Islamic republic"", ""Theocracy"", ""Unitary state""]",3059
who is the seattle seahawks starting quarterback?,"[""Russell Wilson""]",3060
where does the band metallica live?,"[""Los Angeles""]",3061
when did melbourne get its name?,"[""1835""]",3062
who is shania twain's husband?,"[""Frederic Thiebaud""]",3063
who plays jason gideon?,"[""Mandy Patinkin""]",3064
what province is toronto canada located in?,"[""Ontario""]",3065
where did president eisenhower go to college?,"[""U.S. Army War College""]",3066
what are the gods of islam?,"[""Allah""]",3067
what was vasco nunez de balboa original purpose of his journey?,"[""Explorer""]",3068
what team did kaka play for in 2009?,"[""Real Madrid C.F.""]",3069
what political system is in china?,"[""Communist state""]",3070
who played george jefferson on all in the family?,"[""Sherman Hemsley""]",3071
what guitar did clapton play?,"[""Fender Stratocaster"", ""Gibson SG"", ""C. F. Martin & Company""]",3072
who did joseph from the bible marry?,"[""Asenath""]",3073
what did sir john frederick william herschel do?,"[""Cyanotype"", ""Photographic fixer"", ""Actinometer""]",3074
what is a famous person from massachusetts?,"[""Mitt Romney""]",3075
what college did joakim noah attend?,"[""University of Florida""]",3076
what channel does anderson cooper come on?,"[""CNN""]",3077
what money do they use in china?,"[""Renminbi""]",3078
where did wassily kandinsky work?,"[""University of Tartu"", ""Bauhaus""]",3079
where does jeb bush live?,"[""Midland""]",3080
when did the arab israeli war start?,"[""1901""]",3081
who influenced michael jackson?,"[""Redd Foxx"", ""Charlie Chaplin"", ""James Brown"", ""Nipsey Russell"", ""Walt Disney""]",3082
what all countries are in south america?,"[""Carrasco"", ""Chacaltaya"", ""Chile"", ""Pampas"", ""Amazon Basin"", ""French Guiana"", ""Peru"", ""Guyana"", ""Paraguay"", ""Bolivia""]",3083
who was the leader of the ussr in 1948?,"[""Joseph Stalin""]",3084
what country does japan export to?,"[""Canada"", ""Sudan"", ""Tanzania"", ""United States of America"", ""Kiribati"", ""New Zealand""]",3085
what ship did sir francis drake travel on?,"[""Golden Hind""]",3086
what did kellie martin play on?,"[""A Friend to Die For"", ""All You Need"", ""Matinee"", ""On the Edge of Innocence"", ""A Goofy Movie"", ""Mystery Woman: Mystery Weekend"", ""Mystery Woman: Snapshot"", ""After the Silence"", ""Thru the Moebius Strip"", ""Live Once, Die Twice""]",3087
what does united church of christ believe?,"[""Christianity""]",3088
where is walton goggins from?,"[""Birmingham""]",3089
which province is calgary canada in?,"[""Alberta""]",3090
what university did barack obama attend?,"[""Columbia University""]",3091
when did venus williams win wimbledon?,"[""2009 Wimbledon Championships""]",3092
who is neil patrick harris dating?,"[""David Burtka""]",3093
where is the capital city of assyrians?,"[""Assur""]",3094
who is aidan quinn?,"[""Actor""]",3095
what type of political system is iran?,"[""Islamic republic"", ""Theocracy"", ""Unitary state""]",3096
what do people from guam speak?,"[""Chamorro Language"", ""English Language""]",3097
what to do if you have one day in bangkok?,"[""MRT Blue Line"", ""Wat Benchamabophit"", ""Grand Palace"", ""Ananta Samakhom Throne Hall"", ""Wat Saket"", ""Khaosan Road"", ""Bangkok National Museum"", ""Samutprakarn Crocodile Farm and Zoo"", ""Wat Pho"", ""Wat Arun""]",3098
where was ben franklin born?,"[""Boston""]",3099
what timezone is virginia in?,"[""UTC-5"", ""North American Eastern Time Zone""]",3100
what is the dominican republic part of?,"[""Hispaniola""]",3101
where did jerry spinelli live as a kid?,"[""Norristown""]",3102
what do costa ricans speak?,"[""Spanish Language""]",3103
what year did arizona cardinals go to superbowl?,"[""Pittsburgh Steelers at Arizona Cardinals, 2009-02-01""]",3104
where does spencer pratt go to school?,"[""University of Southern California""]",3105
what did charles babbage make?,"[""Analytical Engine""]",3106
who played lt uhura?,"[""Nichelle Nichols""]",3107
what is new york giants?,"[""American football""]",3108
what time is the melbourne cup?,"[""Yearly""]",3109
what colleges did alice walker attend?,"[""Sarah Lawrence College"", ""Spelman College""]",3110
what schools did barack obama attend?,"[""Occidental College"", ""Harvard Law School"", ""Noelani Elementary School"", ""Punahou School"", ""State Elementary School Menteng 01"", ""St. Francis of Assisi Catholic School"", ""Columbia University""]",3111
where is the french alps located?,"[""France""]",3112
what year was peyton manning's rookie year?,"[""1998 NFL Draft""]",3113
who was peter frampton married to?,"[""Christina Elfers"", ""Mary Lovett"", ""Barbara Gold""]",3114
what is the hawaii time zone?,"[""Hawaii–Aleutian Time Zone""]",3115
who has coached the baltimore ravens?,"[""John Harbaugh""]",3116
what teams did manny ramirez play for?,"[""Boston Red Sox"", ""Los Angeles Dodgers"", ""Cleveland Indians""]",3117
what type of government does iraq have 2012?,"[""Parliamentary system"", ""Federation"", ""Republic"", ""Federal republic"", ""Parliamentary republic""]",3118
what other jobs did benjamin franklin have?,"[""Diplomat"", ""Statesman"", ""Politician"", ""Political activist"", ""Author"", ""Writer"", ""Printer"", ""Scientist"", ""Librarian"", ""Inventor""]",3119
who was gregor mendel and what did he contribute to science?,"[""Mendelian inheritance""]",3120
who plays harold saxon in doctor who?,"[""Roger Delgado""]",3121
what year was the first miss america pageant?,"[""Miss America 1921""]",3122
what kind of guitar does lindsey buckingham play?,"[""Bass guitar""]",3123
what college did joe namath attend?,"[""University of Alabama""]",3124
where to stay near asheville?,"[""Grove Park Inn""]",3125
what city uses gmt?,"[""Codicote"", ""Ballincollig"", ""Reykjavik"", ""Iceland"", ""Booterstown"", ""WF1 1HS"", ""Oxford"", ""Halifax"", ""Glasgow"", ""Harpenden""]",3126
where does the zambezi river begin?,"[""Mwinilunga""]",3127
what county is duluth minnesota in?,"[""St. Louis County""]",3128
what zip code is chicago il?,"[""60605"", ""60604"", ""60607"", ""60606"", ""60601"", ""60610"", ""60603"", ""60602"", ""60290"", ""60608""]",3129
what is the political system in argentina?,"[""Representative democracy"", ""Presidential system"", ""Federal republic"", ""Federation""]",3130
what did andrew johnson die from?,"[""Stroke""]",3131
who is the governor of oregon 2012?,"[""John Kitzhaber""]",3132
what city is mt st helens in?,"[""Skamania County""]",3133
what is janelle monae famous for?,"[""Singer"", ""Artist""]",3134
what continent is mexico located on?,"[""North America""]",3135
who created the ancient language in alagaesia?,"[""Christopher Paolini""]",3136
what four regions make up the united kingdom?,"[""Wales"", ""England"", ""Scotland"", ""Northern Ireland""]",3137
what does time warner own?,"[""WPCH-TV""]",3138
where did the roma people come from?,"[""Romani people""]",3139
what language do most native americans speak?,"[""English Language""]",3140
what kind of political system does iran have?,"[""President"", ""Member of Parliament"", ""Prime minister"", ""Supreme leader"", ""Finance minister""]",3141
where was anne hathaway born?,"[""United States of America""]",3142
who did bryce dallas howard play in eclipse?,"[""Victoria""]",3143
who owns audi 2011?,"[""Volkswagen Group""]",3144
where did andrew young go to school?,"[""Dillard University"", ""Howard University"", ""Hartford Seminary""]",3145
who started twa airlines?,"[""Howard Hughes""]",3146
what are the two dialects of chinese?,"[""Qingtian dialect"", ""Standard Mandarin""]",3147
who was michael jackson in the wiz?,"[""Scarecrow""]",3148
where is washington dc located what state?,"[""Maryland"", ""Chevy Chase"", ""Virginia"", ""Northern Virginia"", ""Arlington County""]",3149
what county is duluth in?,"[""St. Louis County""]",3150
what state in chicago in?,"[""Illinois""]",3151
what is the major language spoken in greece?,"[""Albanian language"", ""Greek Language""]",3152
who wrote luke bryan's drunk on you?,"[""Jeff Stevens""]",3153
what time is it in japan 24 hour clock?,"[""Japan Standard Time"", ""UTC+09:00""]",3154
what part of the atom did chadwick discover?,"[""Neutron""]",3155
what state is barack obama senator for?,"[""Illinois State Senator""]",3156
what kinda music does john mayer sing?,"[""Soul music"", ""Pop rock"", ""Pop music"", ""Indie rock"", ""Blues-rock"", ""Blue-eyed soul"", ""Soul rock"", ""Rock music"", ""Blues"", ""Acoustic music""]",3157
what will happen to greece when it defaults?,"[""European Union""]",3158
what boudicca do?,"[""Warrior Queen""]",3159
what oprah thinks about god?,"[""If you want to accomplish the goals of your life, you have to begin with the Spirit.""]",3160
what language do brazil speak?,"[""Portuguese Language""]",3161
where did sir john a macdonald die?,"[""Ottawa""]",3162
what kind of money in aruba?,"[""Aruban florin""]",3163
what is the date today in perth?,"[""Western Mail""]",3164
where did martin luther king jr get shot?,"[""Memphis""]",3165
what country does spanish come from?,"[""Spain""]",3166
what is south korea's capital city?,"[""Seoul""]",3167
who was darth vader in episode 3?,"[""Hayden Christensen""]",3168
when does ellen air?,"[""Madeo Restaurant""]",3169
what is the currency in the republic of congo?,"[""Congolese franc""]",3170
what does obama have a degree in?,"[""Political Science""]",3171
who is the political leader of japan?,"[""Shinzō Abe""]",3172
what country did giovanni da verrazano represent?,"[""Italy""]",3173
when was saint nicholas died?,"[""7/17/1918""]",3174
what countries does germany share borders with?,"[""Netherlands"", ""Czech Republic"", ""Salzburg"", ""Denmark"", ""Poland"", ""Luxembourg"", ""France"", ""Belgium"", ""Austria"", ""Switzerland""]",3175
what city is the jacksonville jaguars from?,"[""Jacksonville""]",3176
when is the last time the raiders won a championship?,"[""Super Bowl XV""]",3177
where is the time zone in florida?,"[""North American Eastern Time Zone""]",3178
who created youtube and when?,"[""Chad Hurley"", ""Steve Chen"", ""Jawed Karim""]",3179
what county is clearwater fl in?,"[""Pinellas County""]",3180
what type of political system is spain?,"[""Parliamentary system"", ""Unitary state"", ""Constitutional monarchy"", ""Multi-party system""]",3181
what happened to farrah and her baby daddy?,"[""Domestic partnership""]",3182
what are the names of snoopy brothers and sisters?,"[""Olaf"", ""Spike""]",3183
what is the laguna beach theme song?,"[""Come Clean""]",3184
what was the cause of death for edgar allan poe?,"[""Tuberculosis""]",3185
what is thomas edison's most famous for?,"[""Inventor""]",3186
what does jennifer lopez do?,"[""Actor""]",3187
what country was dmitri mendeleev born?,"[""Russia""]",3188
where did pres obama go to high school?,"[""Punahou School""]",3189
what is the capital city of west germany?,"[""Bonn""]",3190
what money system does australia use?,"[""Australian dollar""]",3191
when did herman cain run for president?,"[""Herman Cain presidential campaign, 2012""]",3192
who is caroline spencer jr s father?,"[""Bill Spencer""]",3193
when is the us open tennis mens final 2011?,"[""2011 US Open""]",3194
where does president barack obama live?,"[""Washington, D.C.""]",3195
where does nick diaz fight?,"[""UFC 62: Liddell vs. Sobral"", ""Unpleasantville"", ""UFC 57: Couture vs. Liddell 3"", ""UFC 53: Heavy Hitters"", ""Elite XC: Uprising: Rua vs. Lawler"", ""UFC: The Ultimate 100 Greatest Fights: Vol. 2"", ""Elite XC: Return of the King: Noons vs. Edwards"", ""Fight Life"", ""Elite XC: Lawler vs Smith II"", ""UFC 59: Reality Check""]",3196
where did st louis tornado hit?,"[""St. Louis""]",3197
what did whitney houston die of?,"[""Drowning"", ""Coronary artery disease"", ""Cocaine overdose""]",3198
what movies has selena gomez starred in?,"[""Arthur 3: The War of the Two Worlds"", ""Monte Carlo"", ""Spy Kids 3-D: Game Over"", ""Wizards of Waverly Place: The Movie"", ""Arthur and the Invisibles: The New Minimoy Adventures"", ""Ramona and Beezus"", ""Another Cinderella Story"", ""Horton Hears a Who!"", ""Arthur and the Vengeance of Maltazard"", ""Princess Protection Program""]",3199
what highschool did khloe kardashian go to?,"[""Marymount High School""]",3200
who is the 2011 heisman trophy winner?,"[""Robert Griffin III""]",3201
what to do in midland tx this weekend?,"[""Wilco building"", ""Joyland Amusement Park"", ""Fort Concho"", ""George W. Bush Childhood Home"", ""Midland Community Center"", ""Brown Dorsey Medallion Home"", ""Rock the Desert"", ""Bank of America Building"", ""WNB Tower"", ""Summer Mummers""]",3202
who played freddy in friday the 13th?,"[""Chason Schirmer"", ""Tobe Sexton"", ""Robert Englund""]",3203
what contribution did hooke made to science in 1665?,"[""Micrographia""]",3204
what countries make up great britain and what are their capitals?,"[""Principality of Wales"", ""Kingdom of Scotland""]",3205
what did eli whitney invented?,"[""Interchangeable parts"", ""Cotton gin"", ""Milling""]",3206
what movies has angelina jolie in?,"[""Beowulf"", ""Cleopatra"", ""A Mighty Heart"", ""Changeling"", ""Confessions of an Action Star"", ""Celebrity News Reels: Hollywood's Most Infamous Couples and Ugliest Breakups"", ""Beyond Borders"", ""Alice & Viril"", ""Angela & Viril"", ""Alexander""]",3207
what radio station does uga football come on?,"[""Georgia Bulldogs football""]",3208
who owns the chrysler corporation?,"[""Steven J. Harris"", ""Ricardo Montalbán"", ""Robert J. Eaton"", ""Virgis W. Colbert"", ""Bob Lutz"", ""Thomas W. LaSorda"", ""Robert Nardelli""]",3209
where was george washington originally from?,"[""Virginia""]",3210
what country christopher columbus from?,"[""Genoa""]",3211
who was michael j fox?,"[""Actor""]",3212
what movies did jenna dewan play in?,"[""The Grudge 2"", ""Step Up"", ""Take the Lead"", ""Balls to the Wall"", ""Fab Five: The Texas Cheerleader Scandal"", ""Waterborne"", ""American Virgin"", ""Love Lies Bleeding"", ""Tamara"", ""Slightly Single in L.A.""]",3213
what is the bosnian language?,"[""Serbo-Croatian"", ""Croatian language"", ""Bosnian language"", ""Serbian language""]",3214
what is father name of salman khan?,"[""Salim Khan""]",3215
where is shawn johnson gymnast from?,"[""Des Moines""]",3216
what kind of money does the ivory coast use?,"[""West African CFA franc""]",3217
what writers influenced charles dickens?,"[""Tobias Smollett"", ""Washington Irving"", ""Miguel de Cervantes"", ""William Wordsworth"", ""Honoré de Balzac"", ""Henry Fielding"", ""Victor Hugo"", ""Sheridan Le Fanu"", ""William Shakespeare"", ""Laurence Sterne""]",3218
where is roger federer from sui?,"[""Basel""]",3219
what money should i bring to dominican?,"[""Dominican peso""]",3220
what is michael buble's style of music?,"[""Swing music"", ""Vocal music"", ""Lounge music"", ""Pop music"", ""Adult contemporary music"", ""Jazz"", ""Traditional pop music"", ""Easy listening"", ""Soft rock"", ""Big band""]",3221
where did the florida marlins?,"[""Miami""]",3222
what movies did taylor lautner star in?,"[""The Twilight Saga""]",3223
what did nixon do when he was president?,"[""Watergate scandal""]",3224
what do egyptians speak?,"[""Languages of Egypt"", ""Egyptian Arabic"", ""Coptic Language"", ""Egyptian language"", ""Sa'idi Arabic""]",3225
what language did the egyptians?,"[""Egyptian Arabic""]",3226
who plays sarah marshall?,"[""Kristen Bell""]",3227
what did skinner believe?,"[""Atheism""]",3228
when did babe ruth start playing baseball in the mlb?,"[""1914 Major League Baseball Season""]",3229
what type of monarchy did england have during the glorious revolution?,"[""Constitutional monarchy""]",3230
who plays marlo on the wire?,"[""Jamie Hector""]",3231
what is the zip code for inglewood california?,"[""90311"", ""90307"", ""90306"", ""90305"", ""90304"", ""90303"", ""90302"", ""90301"", ""90309"", ""90308""]",3232
who was the first actor to play edward quartermaine?,"[""David Lewis""]",3233
where did the founder of google go to college?,"[""Stanford University""]",3234
what currency is used in germany 2012?,"[""Euro""]",3235
what made roald dahl famous?,"[""Novelist""]",3236
what school did martin luther king jr attend?,"[""Boston University""]",3237
who did lenny kravitz marry?,"[""Lisa Bonet""]",3238
what is the second official language of canada?,"[""French Language""]",3239
who coached the dallas cowboys in 1996?,"[""Jimmy Johnson""]",3240
what country did ponce de leon live in?,"[""Spain""]",3241
what is the language called in russia?,"[""Russian Language""]",3242
what does the name austin stand for?,"[""Stephen F. Austin""]",3243
who does hank baskett play for now nov 2010?,"[""Philadelphia Eagles""]",3244
who was the president of the us in 1971?,"[""Richard Nixon""]",3245
what team did ronaldo play for?,"[""FC Barcelona""]",3246
what to do today in birmingham uk?,"[""Millennium Point"", ""Birmingham Nature Centre"", ""National Exhibition Centre"", ""Cadbury World"", ""Aston Hall"", ""Blakesley Hall"", ""Sarehole Mill"", ""Edgbaston Cricket Ground"", ""Birmingham Museum and Art Gallery"", ""Thinktank, Birmingham""]",3247
who was timothy mcveigh accomplice?,"[""Terry Nichols""]",3248
how old is the current president of north korea?,"[""Kim Il-sung""]",3249
what show does tamera mowry play on?,"[""Sister, Sister"", ""Tia & Tamera"", ""Detention"", ""Strong Medicine"", ""Roommates"", ""The Look for Less"", ""The Adventures of Hyperman""]",3250
what language do the people speak in australia?,"[""Lojban"", ""Esperanto Language"", ""English Language""]",3251
what college is in greeley colorado?,"[""Aims Community College""]",3252
what countries does the niger river flow through?,"[""Libya"", ""Chad"", ""Algeria"", ""Mali"", ""Nigeria"", ""Burkina Faso"", ""Benin""]",3253
what is the official state flower of arizona?,"[""Saguaro""]",3254
what religion are most people in pakistan?,"[""Hindu Kush""]",3255
where is pyramids located in egypt?,"[""The Great Pyramid of Giza""]",3256
what games did bungie make?,"[""Minotaur: The Labyrinths of Crete"", ""Marathon Infinity"", ""Marathon 2: Durandal"", ""Operation Desert Storm"", ""Myth II: Soulblighter"", ""Abuse"", ""Pathways into Darkness"", ""Gnop!"", ""Myth: The Fallen Lords"", ""Marathon""]",3257
who does cristiano ronaldo play for 2012?,"[""Real Madrid C.F.""]",3258
what type of laws did mary harris jones demand?,"[""Children's rights"", ""Labor rights""]",3259
what team did kobe bryant play for first?,"[""Los Angeles Lakers""]",3260
what kind of government does vietnam have?,"[""Communist state""]",3261
what language do the speak in switzerland?,"[""Romansh language"", ""French Language"", ""German Language"", ""Italian Language""]",3262
where to stay in rome neighborhood?,"[""Metropolitana di Roma""]",3263
what style of art did van gogh produce?,"[""Post-Impressionism""]",3264
what is american pie about song?,"[""Why Race Mattered in Barack Obama's Re-election""]",3265
what are portuguese people considered?,"[""Portuguese""]",3266
what movies did angelina jolie star in?,"[""Beowulf"", ""Cleopatra"", ""A Mighty Heart"", ""Changeling"", ""Confessions of an Action Star"", ""Celebrity News Reels: Hollywood's Most Infamous Couples and Ugliest Breakups"", ""Beyond Borders"", ""Alice & Viril"", ""Angela & Viril"", ""Alexander""]",3267
where was ancient carthage located?,"[""Tunisia""]",3268
what type of paintings did marc chagall do?,"[""Surrealism"", ""Expressionism""]",3269
what did heisenberg say about electrons?,"[""wolfgang ernst pauli worked with werner karl heisenberg""]",3270
what movies did howard shore wrote the music for?,"[""The Lord of the Rings: The Two Towers"", ""The Lord of the Rings: The Return of the King"", ""The Departed"", ""The Lord of the Rings: The Fellowship of the Ring"", ""The Game"", ""Vampire's Kiss"", ""The Fly"", ""The Silence of the Lambs"", ""The Truth About Cats & Dogs"", ""After Hours""]",3271
what does chilean people speak?,"[""Puquina Language"", ""Spanish Language""]",3272
what were frederick douglass achievements?,"[""Publisher"", ""Orator"", ""Writer"", ""Statesman"", ""Author""]",3273
who plays kenneth on 30 rock?,"[""Jack McBrayer""]",3274
when do they have the olympics?,"[""Once every two years""]",3275
what is zip code for davenport iowa?,"[""52801""]",3276
where is riley's farm located?,"[""Sunnydale""]",3277
who is the current coach of the new york knicks?,"[""Mike Woodson""]",3278
what was the name of william shakespeare's children?,"[""Judith Quiney"", ""Susanna Hall"", ""Hamnet Shakespeare""]",3279
what organization did dr. carter g. woodson found?,"[""Association for the Study of African American Life and History""]",3280
who owns the steelers football team?,"[""Rooney family""]",3281
what currency does jamaica accept?,"[""Jamaican dollar""]",3282
who played howard stern in private parts?,"[""Him/Herself""]",3283
when countries joined the european union?,"[""1/1/1995"", ""1/1/2007"", ""1/1/1973"", ""5/1/2004"", ""3/25/1957""]",3284
what inventions did leonardo da vinci made?,"[""Double hull"", ""Viola organista""]",3285
which team does ronaldinho play for?,"[""Clube Atlético Mineiro""]",3286
where is eric cantor from?,"[""Richmond""]",3287
what is the currency of sweden called?,"[""Swedish krona""]",3288
what school did cam newton go to before auburn?,"[""Westlake High School"", ""University of Florida"", ""Auburn University"", ""Blinn College""]",3289
where did tim mcgraw grew up?,"[""Delhi""]",3290
when did ny giants win the superbowl?,"[""1927 New York Giants season"", ""2012 NFC Championship Game"", ""1934 NFL Championship Game"", ""Super Bowl XXV"", ""Super Bowl XLVI"", ""1938 NFL Championship Game"", ""Super Bowl XLII"", ""1956 NFL Championship Game"", ""Super Bowl XXI""]",3291
when did kerry run for president?,"[""John Kerry presidential campaign, 2004""]",3292
what's sweden's currency?,"[""Swedish krona""]",3293
what currency does greece use?,"[""Euro""]",3294
who does sonny bill williams play for 2012?,"[""Chiefs""]",3295
who are senators from utah?,"[""Orrin Hatch"", ""Mike Lee"", ""Bob Bennett""]",3296
what is the zip code for georgetown ga?,"[""20057""]",3297
who did michael vick play for in 2008?,"[""United States Penitentiary, Leavenworth""]",3298
when was the last shark attack in maui?,"[""Wailuku""]",3299
what type of government did egypt have?,"[""Semi-presidential system"", ""Constitutional republic"", ""Republic"", ""Unitary state""]",3300
where is rihanna from ethnically?,"[""Afro-Guyanese""]",3301
where was the assyrian civilization located?,"[""Middle East""]",3302
what did baron de montesquieu die from?,"[""Fever""]",3303
who are the current senators from illinois?,"[""Dick Durbin""]",3304
what do do in nashville tn?,"[""Tennessee Agricultural Museum"", ""Parthenon"", ""Hotel Halbrook Railroad & Local History Museum"", ""Warner Parks"", ""Cheekwood Botanical Garden and Museum of Art"", ""The Hermitage"", ""Nashville Film Festival"", ""Country Music Hall of Fame and Museum"", ""Tennessee State Museum"", ""Centennial Park (Nashville)""]",3305
what inventions did robert hooke made?,"[""Diaphragm"", ""Universal joint"", ""Balance wheel""]",3306
who plays patrick jane wife?,"[""Bruno Heller""]",3307
what team does derrick rose play for?,"[""Chicago Bulls""]",3308
what countries do new zealand export to?,"[""Australia"", ""Tuvalu"", ""United States of America"", ""United Kingdom"", ""Kiribati"", ""Japan""]",3309
what type of government does the former soviet union have?,"[""Communist state""]",3310
what illness did huell howser died of?,"[""Prostate cancer""]",3311
what car models does gm make?,"[""Hummer"", ""Pontiac"", ""Chevrolet"", ""Buick"", ""Oldsmobile"", ""Cadillac""]",3312
which legend of zelda game is the first?,"[""The Legend of Zelda""]",3313
what nationality is zack de la rocha?,"[""United States of America""]",3314
what did mozart die from?,"[""Rheumatic fever""]",3315
what years have the steelers won the super bowl?,"[""Super Bowl IX"", ""Super Bowl XLIII"", ""Super Bowl X"", ""Super Bowl XL"", ""Super Bowl XIV"", ""Super Bowl XIII""]",3316
what did doc holliday die from?,"[""Tuberculosis""]",3317
what countries does britain own?,"[""Principality of Wales"", ""Kingdom of Scotland""]",3318
what government does france have?,"[""Semi-presidential system"", ""Constitutional republic"", ""Unitary state""]",3319
who played dorothy in the film wizard of oz?,"[""Aileen Quinn"", ""Morgan Hallet"", ""Lea Michele"", ""Diana Ross"", ""Sumi Shimamoto"", ""Jill Small"", ""Romola Remus"", ""Fairuza Balk"", ""Bebe Daniels"", ""Judy Garland""]",3320
who was the owner of kfc?,"[""Colonel Sanders""]",3321
where did robin gibb die?,"[""London""]",3322
what countries are on the mediterranean sea?,"[""Italy"", ""Spain"", ""France""]",3323
what languages do they speak in russia?,"[""Yiddish Language"", ""Chuvash Language"", ""Russian Language"", ""Tatar Language"", ""Ukrainian Language""]",3324
who plays jim halpert?,"[""John Krasinski""]",3325
when were the phillies founded?,"[""1883""]",3326
who is john cabot's parents?,"[""Guilo Caboto""]",3327
what is the capital city of montana usa?,"[""Helena""]",3328
who succeeded william mckinley as president?,"[""Theodore Roosevelt""]",3329
where does jamie chung live?,"[""San Francisco""]",3330
what george washington carver famous for?,"[""Peanut butter""]",3331
what is the zip code for wildwood?,"[""08260""]",3332
what money currency does canada use?,"[""Canadian dollar""]",3333
where did bronx tale take place?,"[""The Bronx""]",3334
who voices ray in archer?,"[""Adam Reed""]",3335
what kind of money do they use in russia?,"[""Russian ruble""]",3336
what does uvm stand for college?,"[""University of Vermont""]",3337
who plays edward elric?,"[""Romi Park""]",3338
what was samuel de champlain searching for?,"[""Champlain's Dream: The European Founding of North America""]",3339
who plays lola bunny on the looney tunes show?,"[""Britt McKillip"", ""Kath Soucie""]",3340
what to do in chicago this weekend with kids?,"[""Lincoln Park Zoo"", ""DuSable Museum of African American History"", ""Wrigley Field"", ""Willis Tower"", ""Polish Museum of America"", ""Gilmore Car Museum"", ""National Museum of Mexican Art"", ""Shedd Aquarium"", ""John Hancock Center"", ""Field Museum of Natural History""]",3341
what kind of money does germany?,"[""Euro""]",3342
who did walter raleigh sail for?,"[""England""]",3343
what cities are included in maricopa county?,"[""El Mirage"", ""Cashion"", ""Gila Bend"", ""Arlington"", ""Gilbert"", ""Guadalupe"", ""Buckeye"", ""Glendale"", ""Avondale"", ""Chandler""]",3344
where did frank baum live?,"[""Syracuse""]",3345
what time is the grand prix starting?,"[""The Limit""]",3346
